Economy,Year,Rank,Overall DTF,Starting a business-Rank,Starting a business-DTF,Starting a Business - Procedure – Men (number),Starting a Business - Time – Men (days),Starting a Business - Cost – Men (% of income per capita),Starting a Business - Procedure – Women (number),Starting a Business - Time – Women (days),Starting a Business - Cost – Women (% of income per capita),Starting a Business - Paid-in min. capital (% of income per capita)
Niger,DB2016,158,47.07,132,77.62,6.0,15.0,67.8,6.0,15.0,67.8,46.4
Niger,DB2015, ,45.39, ,54.41,6.0,15.0,76.7,6.0,15.0,76.7,492.0
Niger,DB2014, ,42.89, ,53.48,6.0,17.0,80.1,6.0,17.0,80.1,527.8
Niger,DB2013, ,42.65, ,44.99,9.0,17.0,112.8,9.0,17.0,112.8,572.8
Niger,DB2012, ,40.94, ,44.79,9.0,17.0,114.4,9.0,17.0,114.4,584.2
Niger,DB2011, ,37.69, ,44.27,9.0,17.0,118.6,9.0,17.0,118.6,613.0
Niger,DB2010, ,36.64, ,44.25,9.0,17.0,118.7,9.0,17.0,118.7,613.7
Niger,DB2009, , , ,34.39,11.0,19.0,170.1,11.0,19.0,170.1,702.1
Niger,DB2008, , , ,32.79,11.0,23.0,174.8,11.0,23.0,174.8,735.6
Niger,DB2007, , , ,27.63,11.0,31.0,416.8,11.0,31.0,416.8,778.1
Niger,DB2006, , , ,23.68,13.0,35.0,465.4,13.0,35.0,465.4,760.8
Nigeria,DB2017,169,44.63,138,78.62,8.7,25.2,31.0,8.7,25.2,31.0,0.0
Nigeria,DB2016,170,44.02,137,77.19,8.7,30.5,31.7,8.7,30.5,31.7,0.0
Nigeria,DB2015, ,43.27, ,76.91,8.7,30.5,33.9,8.7,30.5,33.9,0.0
Nigeria,DB2014, ,45.01, ,73.81,8.7,30.5,58.7,8.7,30.5,58.7,0.0
Nigeria,DB2013, ,47.94, ,57.68,6.2,21.6,48.6,6.2,21.6,48.6,0.0
Nigeria,DB2012, ,48.10, ,57.14,6.2,21.6,52.9,6.2,21.6,52.9,0.0
Nigeria,DB2011, ,47.16, ,57.02,6.2,19.3,58.5,6.2,19.3,58.5,0.0
Nigeria,DB2010, ,47.24, ,57.23,6.2,19.3,56.8,6.2,19.3,56.8,0.0
Nigeria,DB2009, , , ,56.61,6.2,19.3,61.8,6.2,19.3,61.8,0.0
Nigeria,DB2008, , , ,51.05,6.9,21.6,92.6,6.9,21.6,92.6,0.0
Nigeria,DB2007, , , ,50.08,6.9,27.7,87.9,6.9,27.7,87.9,0.0
Nigeria,DB2006, , , ,45.74,6.9,27.7,122.7,6.9,27.7,122.7,0.0
Nigeria - Kano,DB2017, ,46.99,173,74.08,11.0,29.0,32.4,11.0,29.0,32.4,0.0
Nigeria - Kano,DB2016, ,46.26, ,71.45,11.0,39.0,33.3,11.0,39.0,33.3,0.0
Nigeria - Kano,DB2015, ,46.11, ,71.16,11.0,39.0,35.7,11.0,39.0,35.7,0.0
Nigeria - Kano,DB2014, ,46.56, ,68.16,11.0,39.0,59.7,11.0,39.0,59.7,0.0
Nigeria - Lagos,DB2017, ,43.93,146,79.98,8.0,24.0,30.6,8.0,24.0,30.6,0.0
Nigeria - Lagos,DB2016, ,43.36, ,78.90,8.0,28.0,31.2,8.0,28.0,31.2,0.0
Nigeria - Lagos,DB2015, ,42.42, ,78.63,8.0,28.0,33.3,8.0,28.0,33.3,0.0
Nigeria - Lagos,DB2014, ,44.54, ,75.50,8.0,28.0,58.3,8.0,28.0,58.3,0.0
Nigeria - Lagos,DB2013, ,43.54, ,74.91,8.0,28.0,63.1,8.0,28.0,63.1,0.0
Nigeria - Lagos,DB2012, ,43.76, ,74.21,8.0,28.0,68.7,8.0,28.0,68.7,0.0
Nigeria - Lagos,DB2011, ,42.50, ,74.06,8.0,25.0,75.9,8.0,25.0,75.9,0.0
Nigeria - Lagos,DB2010, ,42.67, ,74.32,8.0,25.0,73.8,8.0,25.0,73.8,0.0
Nigeria - Lagos,DB2009, , , ,73.52,8.0,25.0,80.2,8.0,25.0,80.2,0.0
Nigeria - Lagos,DB2008, , , ,66.30,9.0,28.0,120.2,9.0,28.0,120.2,0.0
Nigeria - Lagos,DB2007, , , ,65.04,9.0,36.0,114.2,9.0,36.0,114.2,0.0
Nigeria - Lagos,DB2006, , , ,59.40,9.0,36.0,159.3,9.0,36.0,159.3,0.0
Norway,DB2017,6,82.82,21,94.30,4.0,4.0,0.9,4.0,4.0,0.9,4.7
Norway,DB2016,8,82.30,18,94.29,4.0,4.0,0.9,4.0,4.0,0.9,4.8
Norway,DB2015, ,82.80, ,94.03,4.0,5.0,0.9,4.0,5.0,0.9,5.0
Norway,DB2014, ,83.56, ,92.21,5.0,6.0,1.6,5.0,6.0,1.6,5.1
Norway,DB2013, ,83.45, ,92.19,5.0,6.0,1.7,5.0,6.0,1.7,5.4
Norway,DB2012, ,82.20, ,91.30,5.0,6.0,1.8,5.0,6.0,1.8,19.4
Norway,DB2011, ,82.17, ,91.26,5.0,6.0,1.8,5.0,6.0,1.8,20.0
Norway,DB2010, ,82.05, ,91.34,5.0,6.0,1.9,5.0,6.0,1.9,18.7
Norway,DB2009, , , ,91.16,5.0,6.0,2.1,5.0,6.0,2.1,21.0
Norway,DB2008, , , ,90.48,5.0,8.0,2.3,5.0,8.0,2.3,23.4
Norway,DB2007, , , ,92.07,4.0,7.0,2.5,4.0,7.0,2.5,25.1
Norway,DB2006, , , ,90.21,5.0,8.0,2.7,5.0,8.0,2.7,27.0
Oman,DB2017,66,67.73,32,92.85,4.0,6.0,4.0,5.0,7.0,4.0,0.0
Oman,DB2016,69,65.65,159,72.39,6.0,8.0,3.2,7.0,9.0,3.2,273.7
Oman,DB2015, ,64.09, ,76.71,6.0,8.0,2.4,7.0,9.0,2.4,206.3
Oman,DB2014, ,68.60, ,76.49,6.0,8.0,2.4,7.0,9.0,2.4,209.8
Oman,DB2013, ,68.43, ,75.63,6.0,8.0,2.6,7.0,9.0,2.6,223.1
Oman,DB2012, ,67.30, ,72.53,6.0,8.0,3.1,7.0,9.0,3.1,271.7
Oman,DB2011, ,65.57, ,70.46,6.0,12.0,3.3,7.0,13.0,3.3,288.4
Oman,DB2010, ,65.53, ,71.53,6.0,12.0,2.2,7.0,13.0,2.2,273.6
Oman,DB2009, , , ,60.00,8.0,14.0,3.6,9.0,15.0,3.6,461.2
Oman,DB2008, , , ,49.22,11.0,39.0,4.3,12.0,40.0,4.3,541.8
Oman,DB2007, , , ,48.45,11.0,42.0,4.5,12.0,43.0,4.5,564.5
Oman,DB2006, , , ,50.16,11.0,35.0,4.8,12.0,36.0,4.8,648.9
Pakistan,DB2017,144,51.77,141,77.88,12.0,18.0,12.4,12.0,18.0,12.4,0.0
Pakistan,DB2016,148,49.48,135,77.43,12.0,19.0,13.9,12.0,19.0,13.9,0.0
Pakistan,DB2015, ,50.19, ,77.36,12.0,19.0,14.6,12.0,19.0,14.6,0.0
Pakistan,DB2014, ,55.35, ,77.19,12.0,19.0,15.9,12.0,19.0,15.9,0.0
Pakistan,DB2013, ,61.30, ,50.15,7.8,12.4,10.5,7.8,12.4,10.5,0.0
Pakistan,DB2012, ,61.39, ,50.02,7.8,12.4,11.5,7.8,12.4,11.5,0.0
Pakistan,DB2011, ,60.20, ,49.85,7.8,13.0,11.6,7.8,13.0,11.6,0.0
Pakistan,DB2010, ,59.74, ,50.00,7.8,13.0,10.4,7.8,13.0,10.4,0.0
Pakistan,DB2009, , , ,48.58,8.4,15.6,8.9,8.4,15.6,8.9,0.0
Pakistan,DB2008, , , ,48.45,8.4,15.6,10.0,8.4,15.6,10.0,0.0
Pakistan,DB2007, , , ,47.68,8.4,16.3,14.8,8.4,16.3,14.8,0.0
Pakistan,DB2006, , , ,47.78,8.4,15.0,16.6,8.4,15.0,16.6,0.0
Pakistan - Karachi,DB2017, ,50.63,154,77.88,12.0,18.0,12.4,12.0,18.0,12.4,0.0
Pakistan - Karachi,DB2016, ,48.47, ,77.43,12.0,19.0,13.9,12.0,19.0,13.9,0.0
Pakistan - Karachi,DB2015, ,49.21, ,77.36,12.0,19.0,14.6,12.0,19.0,14.6,0.0
Pakistan - Karachi,DB2014, ,54.89, ,77.19,12.0,19.0,15.9,12.0,19.0,15.9,0.0
Pakistan - Karachi,DB2013, ,53.95, ,77.16,12.0,19.0,16.1,12.0,19.0,16.1,0.0
Pakistan - Karachi,DB2012, ,54.11, ,76.96,12.0,19.0,17.7,12.0,19.0,17.7,0.0
Pakistan - Karachi,DB2011, ,52.93, ,76.70,12.0,20.0,17.8,12.0,20.0,17.8,0.0
Pakistan - Karachi,DB2010, ,52.33, ,76.93,12.0,20.0,16.0,12.0,20.0,16.0,0.0
Pakistan - Karachi,DB2009, , , ,74.73,13.0,24.0,13.7,13.0,24.0,13.7,0.0
Pakistan - Karachi,DB2008, , , ,74.53,13.0,24.0,15.3,13.0,24.0,15.3,0.0
Pakistan - Karachi,DB2007, , , ,73.35,13.0,25.0,22.8,13.0,25.0,22.8,0.0
Pakistan - Karachi,DB2006, , , ,73.50,13.0,23.0,25.6,13.0,23.0,25.6,0.0
Pakistan - Lahore,DB2017, ,53.88,154,77.88,12.0,18.0,12.4,12.0,18.0,12.4,0.0
Pakistan - Lahore,DB2016, ,51.35, ,77.43,12.0,19.0,13.9,12.0,19.0,13.9,0.0
Pakistan - Lahore,DB2015, ,52.01, ,77.36,12.0,19.0,14.6,12.0,19.0,14.6,0.0
Pakistan - Lahore,DB2014, ,56.20, ,77.19,12.0,19.0,15.9,12.0,19.0,15.9,0.0
Palau,DB2017,136,53.81,120,81.95,8.0,28.0,2.9,8.0,28.0,2.9,7.7
Palau,DB2016,135,53.78,114,81.85,8.0,28.0,3.3,8.0,28.0,3.3,8.7
Palau,DB2015, ,53.78, ,81.83,8.0,28.0,3.3,8.0,28.0,3.3,8.8
Palau,DB2014, ,61.18, ,81.69,8.0,28.0,3.8,8.0,28.0,3.8,10.1
Palau,DB2013, ,56.60, ,81.27,8.0,28.0,5.2,8.0,28.0,5.2,13.9
Palau,DB2012, ,57.15, ,81.11,8.0,28.0,5.8,8.0,28.0,5.8,15.4
Palau,DB2011, ,56.70, ,81.08,8.0,28.0,5.7,8.0,28.0,5.7,16.1
Palau,DB2010, ,56.73, ,81.56,8.0,28.0,4.1,8.0,28.0,4.1,11.6
Palau,DB2009, , , ,81.46,8.0,28.0,4.6,8.0,28.0,4.6,12.2
Palau,DB2008, , , ,81.43,8.0,28.0,4.7,8.0,28.0,4.7,12.5
Palau,DB2007, , , ,81.34,8.0,28.0,5.1,8.0,28.0,5.1,13.1
Palau,DB2006, , , ,83.77,7.0,24.0,4.7,7.0,24.0,4.7,14.6
Panama,DB2017,70,66.19,43,92.01,5.0,6.0,5.8,5.0,6.0,5.8,0.0
Panama,DB2016,67,66.19,41,91.95,5.0,6.0,6.3,5.0,6.0,6.3,0.0
Panama,DB2015, ,66.24, ,91.93,5.0,6.0,6.4,5.0,6.0,6.4,0.0
Panama,DB2014, ,67.81, ,91.85,5.0,6.0,7.1,5.0,6.0,7.1,0.0
Panama,DB2013, ,66.24, ,89.92,6.0,7.0,8.7,6.0,7.0,8.7,0.0
Panama,DB2012, ,66.01, ,89.54,6.0,8.0,9.8,6.0,8.0,9.8,0.0
Panama,DB2011, ,65.91, ,89.24,6.0,9.0,10.2,6.0,9.0,10.2,0.0
Panama,DB2010, ,65.39, ,88.49,6.0,12.0,10.1,6.0,12.0,10.1,0.0
Panama,DB2009, , , ,88.31,6.0,12.0,11.5,6.0,12.0,11.5,0.0
Panama,DB2008, , , ,86.62,6.0,18.0,13.0,6.0,18.0,13.0,0.0
Panama,DB2007, , , ,86.52,6.0,18.0,13.9,6.0,18.0,13.9,0.0
Panama,DB2006, , , ,86.45,6.0,18.0,14.4,6.0,18.0,14.4,0.0
Papua New Guinea,DB2017,119,57.29,130,80.53,6.0,41.0,15.6,6.0,41.0,15.6,0.0
Papua New Guinea,DB2016,133,53.92,136,77.29,6.0,53.0,17.3,6.0,53.0,17.3,0.0
Papua New Guinea,DB2015, ,51.16, ,77.03,6.0,53.0,19.4,6.0,53.0,19.4,0.0
Papua New Guinea,DB2014, ,57.30, ,76.97,6.0,53.0,19.9,6.0,53.0,19.9,0.0
Papua New Guinea,DB2013, ,57.14, ,77.12,6.0,52.0,20.7,6.0,52.0,20.7,0.0
Papua New Guinea,DB2012, ,57.24, ,76.73,6.0,52.0,23.8,6.0,52.0,23.8,0.0
Papua New Guinea,DB2011, ,57.10, ,76.33,6.0,52.0,27.0,6.0,52.0,27.0,0.0
Papua New Guinea,DB2010, ,57.29, ,77.35,6.0,52.0,18.9,6.0,52.0,18.9,0.0
Papua New Guinea,DB2009, , , ,77.00,6.0,52.0,21.7,6.0,52.0,21.7,0.0
Papua New Guinea,DB2008, , , ,76.68,6.0,52.0,24.2,6.0,52.0,24.2,0.0
Papua New Guinea,DB2007, , , ,76.74,6.0,52.0,23.8,6.0,52.0,23.8,0.0
Papua New Guinea,DB2006, , , ,76.25,6.0,52.0,27.7,6.0,52.0,27.7,0.0
Paraguay,DB2017,106,59.03,143,77.53,7.0,35.0,39.8,7.0,35.0,39.8,0.0
Paraguay,DB2016,102,59.10,133,77.52,7.0,35.0,39.9,7.0,35.0,39.9,0.0
Paraguay,DB2015, ,60.64, ,77.50,7.0,35.0,40.0,7.0,35.0,40.0,0.0
Paraguay,DB2014, ,62.08, ,77.38,7.0,35.0,41.0,7.0,35.0,41.0,0.0
Paraguay,DB2013, ,61.67, ,77.31,7.0,35.0,41.6,7.0,35.0,41.6,0.0
Paraguay,DB2012, ,61.73, ,77.28,7.0,35.0,41.8,7.0,35.0,41.8,0.0
Paraguay,DB2011, ,61.51, ,77.04,7.0,35.0,43.7,7.0,35.0,43.7,0.0
Paraguay,DB2010, ,60.79, ,76.99,7.0,35.0,44.1,7.0,35.0,44.1,0.0
Paraguay,DB2009, , , ,76.64,7.0,35.0,46.9,7.0,35.0,46.9,0.0
Paraguay,DB2008, , , ,76.55,7.0,34.0,49.7,7.0,34.0,49.7,0.0
Paraguay,DB2007, , , ,45.39,17.0,72.0,104.9,17.0,72.0,104.9,0.0
Paraguay,DB2006, , , ,44.57,17.0,72.0,111.5,17.0,72.0,111.5,0.0
Peru,DB2017,54,70.25,103,85.01,6.0,26.0,9.9,6.0,26.0,9.9,0.0
Peru,DB2016,53,70.22,94,85.02,6.0,26.0,9.8,6.0,26.0,9.8,0.0
Peru,DB2015, ,71.16, ,85.10,6.0,26.0,9.2,6.0,26.0,9.2,0.0
Peru,DB2014, ,71.83, ,85.05,6.0,26.0,9.5,6.0,26.0,9.5,0.0
Peru,DB2013, ,71.83, ,85.00,6.0,26.0,9.9,6.0,26.0,9.9,0.0
Peru,DB2012, ,70.57, ,84.85,6.0,26.0,11.1,6.0,26.0,11.1,0.0
Peru,DB2011, ,69.30, ,82.94,7.0,27.0,12.7,7.0,27.0,12.7,0.0
Peru,DB2010, ,67.63, ,76.15,9.0,40.5,16.2,9.0,40.5,16.2,0.0
Peru,DB2009, , , ,67.13,10.0,66.5,24.4,10.0,66.5,24.4,0.0
Peru,DB2008, , , ,64.76,10.0,74.0,28.3,10.0,74.0,28.3,0.0
Peru,DB2007, , , ,64.41,10.0,74.0,31.1,10.0,74.0,31.1,0.0
Peru,DB2006, , , ,57.01,10.0,104.0,38.0,10.0,104.0,38.0,0.0
Philippines,DB2017,99,60.40,171,68.86,16.0,28.0,15.8,16.0,28.0,15.8,3.1
Philippines,DB2016,99,59.53,164,68.56,16.0,29.0,16.1,16.0,29.0,16.1,3.3
Philippines,DB2015, ,59.89, ,67.23,16.0,34.0,16.6,16.0,34.0,16.6,3.6
Philippines,DB2014, ,59.86, ,66.40,16.0,36.0,18.7,16.0,36.0,18.7,4.6
Philippines,DB2013, ,55.92, ,66.32,16.0,36.0,19.2,16.0,36.0,19.2,4.8
Philippines,DB2012, ,55.65, ,66.31,16.0,36.0,19.1,16.0,36.0,19.1,5.2
Philippines,DB2011, ,54.99, ,64.17,17.0,37.0,22.1,17.0,37.0,22.1,6.0
Philippines,DB2010, ,54.29, ,61.53,18.0,42.0,21.6,18.0,42.0,21.6,5.5
Philippines,DB2009, , , ,63.07,17.0,41.0,22.7,17.0,41.0,22.7,6.0
Philippines,DB2008, , , ,61.34,17.0,47.0,24.1,17.0,47.0,24.1,6.9
Philippines,DB2007, , , ,61.90,17.0,47.0,22.2,17.0,47.0,22.2,1.8
Philippines,DB2006, , , ,61.68,17.0,47.0,23.9,17.0,47.0,23.9,2.0
Poland,DB2017,24,77.81,107,84.22,4.0,37.0,12.1,4.0,37.0,12.1,10.9
Poland,DB2016,25,77.04,102,84.18,4.0,37.0,12.2,4.0,37.0,12.2,11.4
Poland,DB2015, ,75.66, ,84.03,4.0,37.0,12.9,4.0,37.0,12.9,12.3
Poland,DB2014, ,73.92, ,84.00,4.0,37.0,13.1,4.0,37.0,13.1,12.6
Poland,DB2013, ,71.76, ,80.51,6.0,39.0,13.2,6.0,39.0,13.2,13.0
Poland,DB2012, ,65.77, ,80.09,6.0,39.0,16.0,6.0,39.0,16.0,14.0
Poland,DB2011, ,64.98, ,80.01,6.0,39.0,16.3,6.0,39.0,16.3,14.7
Poland,DB2010, ,62.96, ,79.94,6.0,39.0,16.7,6.0,39.0,16.7,15.3
Poland,DB2009, , , ,62.85,10.0,45.0,17.5,10.0,45.0,17.5,168.8
Poland,DB2008, , , ,60.92,10.0,45.0,18.9,10.0,45.0,18.9,196.8
Poland,DB2007, , , ,60.41,10.0,45.0,19.2,10.0,45.0,19.2,204.4
Poland,DB2006, , , ,57.58,10.0,52.0,19.9,10.0,52.0,19.9,220.1
Portugal,DB2017,25,77.40,32,92.85,5.0,4.5,2.1,5.0,4.5,2.1,0.0
Portugal,DB2016,24,77.12,31,92.84,5.0,4.5,2.2,5.0,4.5,2.2,0.0
Portugal,DB2015, ,76.62, ,92.82,5.0,4.5,2.3,5.0,4.5,2.3,0.0
Portugal,DB2014, ,74.54, ,92.82,5.0,4.5,2.4,5.0,4.5,2.4,0.0
Portugal,DB2013, ,74.81, ,91.10,6.0,5.5,2.3,6.0,5.5,2.3,0.0
Portugal,DB2012, ,73.42, ,91.10,6.0,5.5,2.3,6.0,5.5,2.3,0.0
Portugal,DB2011, ,72.64, ,88.45,6.0,5.5,6.5,6.0,5.5,6.5,34.1
Portugal,DB2010, ,70.27, ,88.50,6.0,5.5,6.4,6.0,5.5,6.4,33.5
Portugal,DB2009, , , ,88.44,6.0,5.5,6.5,6.0,5.5,6.5,34.3
Portugal,DB2008, , , ,86.67,7.0,6.5,6.7,7.0,6.5,6.7,34.7
Portugal,DB2007, , , ,84.54,8.0,7.5,7.9,8.0,7.5,7.9,38.7
Portugal,DB2006, , , ,69.22,11.0,48.0,13.4,11.0,48.0,13.4,39.4
Puerto Rico US,DB2017,55,69.82,51,91.23,6.0,5.5,1.3,6.0,5.5,1.3,0.0
Puerto Rico US,DB2016,56,69.18,47,91.11,6.0,6.0,1.3,6.0,6.0,1.3,0.0
Puerto Rico US,DB2015, ,69.74, ,91.11,6.0,6.0,1.3,6.0,6.0,1.3,0.0
Puerto Rico US,DB2014, ,71.45, ,91.09,6.0,6.0,1.4,6.0,6.0,1.4,0.0
Puerto Rico US,DB2013, ,71.67, ,91.09,6.0,6.0,1.4,6.0,6.0,1.4,0.0
Puerto Rico US,DB2012, ,71.01, ,91.08,6.0,6.0,1.4,6.0,6.0,1.4,0.0
Puerto Rico US,DB2011, ,71.34, ,89.35,7.0,7.0,1.6,7.0,7.0,1.6,0.0
Puerto Rico US,DB2010, ,70.55, ,89.34,7.0,7.0,1.6,7.0,7.0,1.6,0.0
Puerto Rico US,DB2009, , , ,89.33,7.0,7.0,1.7,7.0,7.0,1.7,0.0
Puerto Rico US,DB2008, , , ,89.33,7.0,7.0,1.7,7.0,7.0,1.7,0.0
Puerto Rico US,DB2007, , , ,89.31,7.0,7.0,1.8,7.0,7.0,1.8,0.0
Puerto Rico US,DB2006, , , ,89.27,7.0,7.0,2.2,7.0,7.0,2.2,0.0
Qatar,DB2017,83,63.66,91,86.06,8.0,8.5,6.2,9.0,9.5,6.2,0.0
Qatar,DB2016,74,64.68,112,82.35,8.0,8.5,5.1,9.0,9.5,5.1,61.5
Qatar,DB2015, ,64.72, ,82.28,8.0,8.5,5.2,9.0,9.5,5.2,62.6
Qatar,DB2014, ,67.82, ,82.32,8.0,8.5,5.1,9.0,9.5,5.1,62.0
Qatar,DB2013, ,67.79, ,82.43,8.0,8.5,4.9,9.0,9.5,4.9,60.7
Qatar,DB2012, ,65.99, ,81.26,8.0,8.5,6.1,9.0,9.5,6.1,76.9
Qatar,DB2011, ,64.48, ,78.57,9.0,9.5,7.2,10.0,10.5,7.2,90.4
Qatar,DB2010, ,65.20, ,83.99,7.0,7.0,4.7,8.0,8.0,4.7,65.7
Qatar,DB2009, , , ,82.97,7.0,7.0,5.7,8.0,8.0,5.7,80.1
Qatar,DB2008, , , ,82.97,7.0,7.0,5.7,8.0,8.0,5.7,80.1
Romania,DB2017,36,74.26,62,89.48,6.0,12.0,2.0,6.0,12.0,2.0,0.6
Romania,DB2016,35,74.12,51,90.46,6.0,8.0,2.1,6.0,8.0,2.1,0.6
Romania,DB2015, ,74.44, ,90.45,6.0,8.0,2.2,6.0,8.0,2.2,0.7
Romania,DB2014, ,65.78, ,90.40,6.0,8.0,2.5,6.0,8.0,2.5,0.7
Romania,DB2013, ,65.29, ,88.88,7.0,8.0,2.9,7.0,8.0,2.9,0.8
Romania,DB2012, ,63.81, ,87.84,7.0,12.0,3.1,7.0,12.0,3.1,0.8
Romania,DB2011, ,63.76, ,90.36,6.0,8.0,2.8,6.0,8.0,2.8,0.9
Romania,DB2010, ,64.06, ,90.34,6.0,8.0,2.9,6.0,8.0,2.9,0.9
Romania,DB2009, , , ,90.24,6.0,8.0,3.6,6.0,8.0,3.6,1.1
Romania,DB2008, , , ,90.08,6.0,8.0,4.8,6.0,8.0,4.8,1.5
Romania,DB2007, , , ,89.33,6.0,11.0,4.6,6.0,11.0,4.6,1.6
Romania,DB2006, , , ,89.23,6.0,11.0,5.3,6.0,11.0,5.3,1.9
Russian Federation,DB2017,40,73.19,26,93.57,3.7,9.8,1.0,3.7,9.8,1.0,0.0
Russian Federation,DB2016,36,73.20,37,92.35,4.4,10.5,1.1,4.4,10.5,1.1,0.0
Russian Federation,DB2015, ,71.25, ,92.17,4.4,11.2,1.2,4.4,11.2,1.2,0.0
Russian Federation,DB2014, ,66.00, ,89.16,6.1,12.9,1.2,6.1,12.9,1.2,1.2
Russian Federation,DB2013, ,62.53, ,59.48,5.6,12.6,1.4,5.6,12.6,1.4,1.0
Russian Federation,DB2012, ,60.18, ,57.51,5.6,20.3,1.6,5.6,20.3,1.6,1.1
Russian Federation,DB2011, ,58.23, ,57.47,5.6,20.3,1.8,5.6,20.3,1.8,1.3
Russian Federation,DB2010, ,57.50, ,57.54,5.6,20.3,1.3,5.6,20.3,1.3,1.3
Russian Federation,DB2009, , , ,57.43,5.6,20.3,2.1,5.6,20.3,2.1,1.5
Russian Federation,DB2008, , , ,57.27,5.6,20.3,3.0,5.6,20.3,3.0,2.2
Russian Federation,DB2007, , , ,57.23,5.6,20.3,3.2,5.6,20.3,3.2,2.4
Russian Federation,DB2006, , , ,57.01,5.6,20.3,4.6,5.6,20.3,4.6,3.1
Russian Federation - Moscow,DB2017, ,73.30,35,92.82,4.0,11.0,1.0,4.0,11.0,1.0,0.0
Russian Federation - Moscow,DB2016, ,73.35, ,91.08,5.0,12.0,1.2,5.0,12.0,1.2,0.0
Russian Federation - Moscow,DB2015, ,71.40, ,90.83,5.0,13.0,1.2,5.0,13.0,1.2,0.0
Russian Federation - Moscow,DB2014, ,65.78, ,87.30,7.0,15.0,1.3,7.0,15.0,1.3,1.2
Russian Federation - Moscow,DB2013, ,58.93, ,84.97,8.0,18.0,2.0,8.0,18.0,2.0,1.4
Russian Federation - Moscow,DB2012, ,56.66, ,82.15,8.0,29.0,2.3,8.0,29.0,2.3,1.6
Russian Federation - Moscow,DB2011, ,54.32, ,82.10,8.0,29.0,2.6,8.0,29.0,2.6,1.9
Russian Federation - Moscow,DB2010, ,54.93, ,82.20,8.0,29.0,1.8,8.0,29.0,1.8,1.8
Russian Federation - Moscow,DB2009, , , ,82.04,8.0,29.0,2.9,8.0,29.0,2.9,2.2
Russian Federation - Moscow,DB2008, , , ,81.82,8.0,29.0,4.2,8.0,29.0,4.2,3.2
Russian Federation - Moscow,DB2007, , , ,81.76,8.0,29.0,4.6,8.0,29.0,4.6,3.4
Russian Federation - Moscow,DB2006, , , ,81.44,8.0,29.0,6.6,8.0,29.0,6.6,4.4
Russian Federation - Saint Petersburg,DB2017, ,72.94,14,95.31,3.0,7.0,0.9,3.0,7.0,0.9,0.0
Russian Federation - Saint Petersburg,DB2016, ,72.83, ,95.30,3.0,7.0,1.0,3.0,7.0,1.0,0.0
Russian Federation - Saint Petersburg,DB2015, ,70.92, ,95.29,3.0,7.0,1.1,3.0,7.0,1.1,0.0
Russian Federation - Saint Petersburg,DB2014, ,66.51, ,93.49,4.0,8.0,1.2,4.0,8.0,1.2,1.2
Rwanda,DB2017,56,69.81,76,87.17,5.0,4.0,48.5,5.0,4.0,48.5,0.0
Rwanda,DB2016,59,68.63,109,82.92,7.0,6.0,55.0,7.0,6.0,55.0,0.0
Rwanda,DB2015, ,67.67, ,80.60,8.0,7.0,59.8,8.0,7.0,59.8,0.0
Rwanda,DB2014, ,67.76, ,85.70,7.0,7.0,30.8,7.0,7.0,30.8,0.0
Rwanda,DB2013, ,64.05, ,85.52,7.0,8.0,30.2,7.0,8.0,30.2,0.0
Rwanda,DB2012, ,59.82, ,90.42,6.0,7.0,4.7,6.0,7.0,4.7,0.0
Rwanda,DB2011, ,59.61, ,89.91,6.0,7.0,8.8,6.0,7.0,8.8,0.0
Rwanda,DB2010, ,57.88, ,89.76,6.0,7.0,10.1,6.0,7.0,10.1,0.0
Rwanda,DB2009, , , ,72.70,8.0,14.0,108.9,8.0,14.0,108.9,0.0
Rwanda,DB2008, , , ,62.90,9.0,16.0,171.5,9.0,16.0,171.5,0.0
Rwanda,DB2007, , , ,60.80,9.0,16.0,188.3,9.0,16.0,188.3,0.0
Rwanda,DB2006, , , ,58.84,9.0,18.0,200.1,9.0,18.0,200.1,0.0
Samoa,DB2017,89,62.17,37,92.49,4.0,9.0,7.7,4.0,9.0,7.7,0.0
Samoa,DB2016,87,62.16,34,92.46,4.0,9.0,8.0,4.0,9.0,8.0,0.0
Samoa,DB2015, ,61.61, ,92.28,4.0,9.0,9.4,4.0,9.0,9.4,0.0
Samoa,DB2014, ,66.95, ,92.25,4.0,9.0,9.6,4.0,9.0,9.6,0.0
Samoa,DB2013, ,67.41, ,92.27,4.0,9.0,9.5,4.0,9.0,9.5,0.0
Samoa,DB2012, ,67.35, ,92.24,4.0,9.0,9.7,4.0,9.0,9.7,0.0
Samoa,DB2011, ,67.10, ,92.23,4.0,9.0,9.8,4.0,9.0,9.8,0.0
Samoa,DB2010, ,65.12, ,92.21,4.0,9.0,9.9,4.0,9.0,9.9,0.0
Samoa,DB2009, , , ,76.06,8.0,35.0,39.8,8.0,35.0,39.8,0.0
Samoa,DB2008, , , ,75.87,8.0,35.0,41.3,8.0,35.0,41.3,0.0
Samoa,DB2007, , , ,75.35,8.0,35.0,45.5,8.0,35.0,45.5,0.0
Samoa,DB2006, , , ,75.23,8.0,35.0,46.4,8.0,35.0,46.4,0.0
San Marino,DB2017,79,64.11,98,85.46,7.0,11.5,9.0,7.0,11.5,9.0,29.4
San Marino,DB2016,77,63.55,86,85.42,7.0,11.5,9.1,7.0,11.5,9.1,29.8
